word,phonetic,definition,translation,pos,collins,oxford,tag,bnc,frq,exchange,detail,audio
treat,tri:t,n. an occurrence that causes special pleasure or delight\nv. interact in a certain way\nv. provide treatment for\nv. provide with a gift or entertainment,"n. 宴请, 款待\nvt. 视为, 对待, 论述, 治疗, 款待\nvi. 讨论, 谈判, 作东",,4,1,gk cet4 cet6 ky toefl,856,960,d:treated/i:treating/p:treated/3:treats/s:treats,,
treatment,'tri:tmәnt,n. care provided to improve a situation (especially medical procedures or applications that are intended to relieve illness or injury)\nn. the management of someone or something\nn. a manner of dealing with something artistically,"n. 治疗, 待遇, 处理\n[医] 疗法, 治疗; 处理",,4,1,zk gk cet4 cet6 toefl ielts,766,745,s:treatments,,
treaty,'tri:ti,n. a written agreement between two states or sovereigns,"n. 条约, 谈判\n[经] 协议, 协定, 协商",,4,,cet4 cet6 ky ielts gre,1659,2836,s:treaties,,
tree,tri:,n. a tall perennial woody plant having a main trunk and branches forming a distinct elevated crown; includes both gymnosperms and angiosperms\nn. a figure that branches from a single root\nn. English actor and theatrical producer noted for his lavish productions of Shakespeare (1853-1917)\nv. plant with trees,"n. 树, 木料, 树状物\nvt. 把...赶上树\n[计] 树; DOS外部命令:显示指定磁盘驱动器的目录结构",,4,1,zk gk ielts,680,596,s:trees/i:treeing/p:treed/3:trees/d:treed,,
tremendous,tri'mendәs,"s extraordinarily large in size or extent or amount or power or degree; that a whole civilization should be dependent on technology""- Walter Lippman\ns extraordinarily good or great; used especially as intensifiers\ns extreme in degree or extent or amount or impact","a. 巨大的, 非常的, 可怕的",,3,,cet4 cet6 ky toefl ielts gre,3501,2768,,,
trend,trend,n a general direction in which something tends to move\nn general line of orientation\nn a general tendency to change (as of opinion)\nn the popular taste at a given time\nv turn sharply; change direction abruptly,"n. 趋势, 倾向, 走向\nvi. 倾向, 转向\n[计] 趋势",,3,1,gk cet4 cet6 ky toefl ielts gre,1949,1697,s:trends/i:trending/p:trended/3:trends/d:trended,,
trial,'traiәl,n. trying something to find out about it\nn. (law) the determination of a person's innocence or guilt by due process of law\nn. (sports) a preliminary competition to determine qualifications\nn. an annoying or frustrating or catastrophic event,"n. 审判, 试验, 艰苦, 麻烦事, 考验\na. 审讯的, 试验性的",,4,1,gk cet4 cet6 ky toefl ielts,1166,898,s:trials/p:trialled,,
trick,trik,"n. a cunning or deceitful action or device\nn. a period of work or duty\nn. an attempt to get you to do something foolish or imprudent\nn. (card games) in a single round, the sequence of cards played by all the players; the high card is the winner","n. 诡计, 欺诈, 谋略, 恶作剧, 习惯, 决窍\nvt. 愚弄, 欺骗, 装饰\nvi. 哄骗, 戏弄\na. 有决窍的, 特技的, 欺诈的, 漂亮的, 靠不住的",,3,1,gk cet4 cet6 ky toefl ielts,3180,3068,s:tricks/d:tricked/p:tricked/3:tricks/i:tricking,,
trigger,'trigә,n. a device that activates or releases or causes something to happen\nn. an act that sets in motion some course of events\nv. release or pull the trigger on,"n. 触发器, 扳机\nvt. 触发, 发射, 引起\nvi. 松开扳柄\n[计] 切换开关",,3,,cet6 ky toefl ielts gre,4962,3666,d:triggered/p:triggered/i:triggering/3:triggers/s:triggers,,
trip,trip,n. a journey for some purpose (usually including the return)\nn. a hallucinatory experience induced by drugs\nn. an exciting or stimulating experience\nn. a light or nimble tread,"n. 旅行, 绊倒, 摔倒, 失足, 差错, 旅程\nvt. 使跌倒, 使犯错, 使失败\nvi. 轻快地走, 绊倒, 失误, 犯错, 结巴, 旅行, 远足",,4,1,zk gk toefl ielts,1664,962,s:trips/i:tripping/p:tripped/3:trips/d:tripped,,
triumph,'traiәmf,n. the exultation of victory,"n. 凯旋, 胜利, 欢欣\nvi. 得胜, 成功",,3,,cet4 cet6 ky toefl ielts gre,3546,4638,s:triumphs/p:triumphed/d:triumphed/i:triumphing/3:triumphs,,
troop,tru:p,n. a group of soldiers\nn. a cavalry unit corresponding to an infantry company\nn. a unit of Girl or Boy Scouts\nn. an orderly crowd,"n. 军队, 一群, 一队\nvi. 群集, 结队, 成群而行",,4,,gk cet4 cet6 ky toefl,1740,1137,s:troops/p:trooped/i:trooping/3:troops/d:trooped,,
trouble,'trʌbl,n. a source of difficulty\nn. an event causing distress or pain\nn. an effort that is inconvenient\nn. an unwanted pregnancy,"n. 烦恼, 麻烦, 困难, 动乱, 故障\nvt. 困扰, 麻烦, 使烦恼, 折磨\nvi. 烦恼, 费心",,4,1,zk gk toefl ielts,1005,981,s:troubles/d:troubled/p:troubled/3:troubles/i:troubling,,
truck,trʌk,n. an automotive vehicle suitable for hauling\nv. convey (goods etc.) by truck,"n. 卡车, 货车, 对...进行交易, 来往, 实物工资, (供应市场的)蔬菜, 废物, 废话\nvt. 对...进行交易, 交往, 以卡车运输\nvi. 驾驶卡车, 以物易物",,3,1,zk gk cet4 cet6 ky,3631,1237,s:trucks/i:trucking/d:trucked/p:trucked/3:trucks,,
true,tru:,"n. proper alignment; the property possessed by something that is in correct or proper alignment\nv. make level, square, balanced, or concentric\na. consistent with fact or reality; not false\ns. accurately placed or thrown","a. 真实的, 正确的, 忠诚的, 可靠的, 纯粹的, 正式的\nn. 真实, 准确\nadv. 真实地, 准确地",,4,1,zk gk,547,492,r:truer/t:truest/i:truing/p:trued/3:trues/d:trued,,
truly,'tru:li,r. in accordance with truth or fact or reality,"adv. 真实地, 不假",,3,1,gk cet4 cet6,2576,1719,,,
trust,trʌst,n. something (as property) held by one party (the trustee) for the benefit of another (the beneficiary)\nn. the trait of believing in the honesty and reliability of others\nn. a consortium of independent organizations formed to limit competition by controlling the production and distribution of a product or service\nv. have confidence or faith in,"n. 信任, 信赖, 相信, 受托, 职责, 信心, 托拉斯\na. 信托的, 托拉斯的\nvt. 信赖, 信任, 相信, 盼望, 赊卖给\nvi. 相信, 信赖, 依靠\n[计] 委托, 信任",,4,1,zk gk cet4 cet6 ky,1160,1841,s:trusts/d:trusted/p:trusted/i:trusting/3:trusts,,
truth,tru:θ,n. a fact that has been verified\nn. conformity to reality or actuality\nn. a true statement\nn. United States abolitionist and feminist who was freed from slavery and became a leading advocate of the abolition of slavery and for the rights of women (1797-1883),"n. 事实, 实情\n[法] 真实, 真相, 事实",,4,1,zk gk cet4 cet6 ky toefl,1152,850,s:truths,,
try,trai,v. make an effort or attempt\nv. give pain or trouble to\nv. test the limits of\nv. melt (fat or lard) in order to separate out impurities,"n. 尝试, 试验, 审理, 审判\nvt. 试, 尝试, 试验, 考验, 审问, 提炼\nvi. 尝试, 试图",,5,1,zk gk,159,127,i:trying/p:tried/d:tried/3:tries/s:tries,,
tube,tju:b,n. conduit consisting of a long hollow object (usually cylindrical) used to hold and conduct objects or liquids or gases\nn. electronic device consisting of a system of electrodes arranged in an evacuated glass or metal envelope\nn. (anatomy) any hollow cylindrical body structure\nv. provide with a tube or insert a tube into,"n. 管, 软管, 隧道\nvt. 把...装管, 使通过管子\n[计] 管子",,3,1,gk cet4 cet6 ky toefl ielts,2688,2520,s:tubes/d:tubed/i:tubing/p:tubed/3:tubes,,
Tuesday,'tju:zdi,n. the third day of the week; the second working day,n. 星期二,,4,1,zk gk ielts,2348,0,s:tuesdays,,
tune,tju:n,n. a succession of notes forming a distinctive sequence\nn. the property of producing accurately a note of a given pitch\nn. the adjustment of a radio receiver or other circuit to a required frequency\nv. adjust for (better) functioning,"n. 歌曲, 主旋律, 心情, 声调, 和谐, 一致, 语调, 程度\nvt. 为...调音, 调整, 调谐, 使一致\nvi. 协调, 调谐",,3,1,gk cet4 cet6 ky toefl ielts,3770,3646,s:tunes/d:tuned/i:tuning/p:tuned/3:tunes,,
tunnel,'tʌnl,"n. a passageway through or under something, usually underground (especially one for trains or cars)\nv. force a way through","n. 隧道, 地下道\nvi. 挖隧道\nvt. 掘隧道于",,3,1,cet4 cet6 ky toefl ielts,2770,3355,s:tunnels/d:tunnelled/p:tunnelled/i:tunnelling/3:tunnels,,
turn,tә:n,n. the act of changing or reversing the direction of the course\nn. (game) the activity of doing something in an agreed succession\nn. an unforeseen development\nn. the act of turning away or in the opposite direction,"n. 转弯, 转动, 旋转, 翻转, 一圈, 顺次, 改动, 变化, 性格, 特色, 形状, 转折\nvt. 使旋转, 转弯, 转动, 使转向, 驱赶, 阻挡, 兑换, 改写, 使作对, 绕过, 使流通\nvi. 转动, 转弯, 转向, 翻转, 回转, 改变, 转身, 变成, 变质, 晕眩, 易脱手",,5,1,zk gk,183,170,p:turned/d:turned/i:turning/3:turns/s:turns,,
TV,'ti:'vi:,n broadcasting visual images of stationary or moving objects\nn an electronic device that receives television signals and displays them on a screen,"电视\n[计] 电视, 转移向量",,4,1,zk gk ky ielts,1457,730,,,
twelfth,twelfθ,n. position 12 in a countable series of things\ns. coming next after the eleventh and just before the thirteenth in position,"num. 第十二, 十二分之一",,4,,zk gk,6150,12592,,,
twelve,twelv,n. the cardinal number that is the sum of eleven and one\ns. denoting a quantity consisting of 12 items or units,"num. 十二, 十二个",,5,,zk gk,1447,3218,,,
twentieth,'twentiiθ,n. position 20 in a countable series of things\ns. coming next after the nineteenth in position,"num. 第二十, 二十分之一",,4,,zk gk,3802,4889,,,
twenty,'twenti,n. the cardinal number that is the sum of nineteen and one\ns. denoting a quantity consisting of 20 items or units,"num. 二十, 二十个",,5,,zk gk,605,2086,,,
twice,twais,r. two times,"adv. 两次, 两倍",,5,1,zk gk,1501,1410,,,
twin,twin,n. either of two offspring born at the same time from the same pregnancy\nn. a waterfall in the Snake River in southern Idaho\nv. duplicate or match\nv. grow as twins,"n. 双胞胎中一人, 一对非常相像的人(或物)中的一个\na. 双胞胎的, 成对的, 孪生的\nvi. 生双胞胎, 成对\nvt. 怀(双胞胎), 使成对",,3,1,gk cet4 cet6 ky,2884,2376,s:twins/d:twinned/i:twinning/3:twins/p:twinned,,
twist,twist,n. a jerky pulling movement\nn. social dancing in which couples vigorously twist their hips and arms in time to the music; was popular in the 1960s\nn. turning or twisting around (in place)\nv. turn in the opposite direction,"n. 一扭, 扭曲, 曲折, 歪曲, 螺旋状, 新手法\nvt. 拧, 扭, 捻, 编织, 使扭转, 缠绕, 盘绕, 歪曲, 使转动, 使苦恼, 使混乱, 使旋转\nvi. 转向, 弯曲, 缠绕, 扭动, 呈螺旋形",,3,1,gk cet4 cet6 ky toefl ielts,3673,3759,p:twisted/i:twisting/d:twisted/s:twists/3:twists,,
two,tu:,n. the cardinal number that is the sum of one and one or a numeral representing this number\ns. being one more than one,"num. 二, 二个",,5,,zk gk,60,80,,,
type,taip,n. a subdivision of a particular kind of thing\nn. (biology) the taxonomic group whose characteristics are used to define the next higher taxon\nn. printed characters\nn. all of the tokens of the same symbol,"n. 类型, 样式, 典型, 榜样, 标志, 符号, 型, 式\nvi. 打字\nvt. 作为代表, 测定类型, 用打字机打\n[计] 类型; 键入; DOS内部命令:在屏幕上显示指定文件的内容",,4,1,gk cet4 cet6 ky ielts,356,590,s:types/d:typed/i:typing/p:typed/3:types,,
typical,'tipikl,a. exhibiting the qualities or characteristics that identify a group or kind or category\ns. conforming to a type,"a. 典型的, 象征性的\n[医] 典型的",,3,1,gk cet4 cet6 ky toefl ielts,1850,1835,,,
ultimate,'ʌltimit,n. the finest or most superior quality of its kind\na. furthest or highest in degree or order; utmost or extreme\ns. being the last or concluding element of a series,"n. 终极, 根本, 顶点, 基本原则\na. 终极的, 根本的, 极限的, 最远的, 最后的, 最大的",,3,1,cet4 cet6 ky toefl gre,3002,2601,s:ultimates,,
ultimately,'ʌltimәtli,r. as the end result of a succession or process,"adv. 最后, 最终\n[法] 最后, 终究, 总之",,3,1,cet4 cet6 ielts,2786,1774,,,
unable,ʌn'eibl,a. (usually followed by `to') not having the necessary means or skill or know-how\ns. (usually followed by `to') lacking necessary physical or mental ability,"a. 不能的, 不会的\n[法] 无能力的, 无资格的, 没有办法的",,3,1,gk cet4 cet6,1474,2136,,,
uncle,ʌŋkl,n. the brother of your father or mother; the husband of your aunt\nn. a source of help and advice and encouragement,"n. 叔父, 伯父, 姨丈",,3,1,zk gk,2301,3345,s:uncles,,
under,'ʌndә,"s. lower in rank, power, or authority\nr. down to defeat, death, or ruin\nr. through a range downward\nr. into unconsciousness","prep. 在...之下, 低于\na. 下面的, 从属的\nadv. 在下面",,5,1,zk gk,158,225,,,
underground,'ʌndәgraund,n. a secret group organized to overthrow a government or occupation force\nr. in or into hiding or secret operation\nr. beneath the surface of the earth,"n. 地下, 地铁, 地道, 秘密活动\na. 地下的, 秘密的\nadv. 在地下, 秘密地",,3,1,zk gk toefl ielts,5281,5341,i:undergrounding,,
undermine,.ʌndә'main,v destroy property or hinder normal operations\nv hollow out as if making a cave or opening,"vt. 在...下面挖, 渐渐破坏, 暗地里破坏\n[法] 暗中破坏, 以阴谋中伤伤害",,3,,cet6 ky toefl ielts gre,3409,3697,d:undermined/i:undermining/3:undermines/p:undermined,,
understand,.ʌndә'stænd,v. know and comprehend the nature or meaning of\nv. perceive (an idea or situation) mentally\nv. make sense of a language\nv. believe to be the case,"vt. 理解, 了解, 领会, 听说, 懂\nvi. 懂得, 认为",,5,1,zk gk toefl,391,320,d:understood/p:understood/i:understanding/3:understands,,
understanding,.ʌndә'stændiŋ,n. the cognitive condition of someone who understands\ns. characterized by understanding based on comprehension and discernment and empathy,"n. 理解, 谅解\n[法] 协商, 协议, 谅解",,3,1,gk cet4 cet6 ky ielts,1260,1298,0:understand/1:i/i:understanding/s:understandings,,
unexpected,.ʌnik'spektid,a. not expected or anticipated,"a. 料想不到的, 突然的, 意外的\n[法] 不能预料的, 意外的",,3,1,cet4 cet6 ky,3366,3567,0:unexpect/1:d,,
unfair,.ʌn'fєә,a. not fair; marked by injustice or partiality or deception,"a. 不公平的, 不正直的, 不正当的\n[法] 不正直的, 不公平的, 偏颇的",,3,1,gk cet4 cet6 toefl ielts,3625,4493,t:unfairest,,
unfortunately,ʌn'fɔ:tjjnәtli,r. by bad luck,"adv. 恐怕, 不幸的是",,3,1,gk cet4 cet6 ky toefl,1910,2016,,,
unhappy,.ʌn'hæpi,a. experiencing or marked by or causing sadness or sorrow or discontent\ns. causing discomfort,"a. 不快乐的, 不幸的, 不适当的",,3,1,gk cet4 cet6,3622,4717,t:unhappiest/r:unhappier,,
unidentified,.ʌnai'dentifaid,s. not yet identified,"a. 未被认出的, 未经确认的",,3,,,11631,4861,,,
uniform,'ju:nifɒ:m,n. clothing of distinctive design worn by members of a particular group as a means of identification\nv. provide with uniforms\na. always the same; showing a single form or character in all occurrences\ns. evenly spaced,"n. 制服\na. 统一的, 一律的, 始终如一的",,3,1,gk cet4 cet6 ky toefl ielts gre,3504,3043,s:uniforms/i:uniforming/p:uniformed/3:uniforms/d:uniformed,,
union,'ju:njәn,n. an organization of employees formed to bargain with the employer\nn. the United States (especially the northern states during the American Civil War)\nn. the state of being joined or united or linked\nn. healing process involving the growing together of the edges of a wound or the growing together of broken bones,"n. 联盟, 联合, 结合, 工会\n[化] 联合; 联管节; 活接头",,5,1,gk cet4 cet6 ky toefl ielts,467,1658,s:unions,,
unique,ju:'ni:k,s. (followed by `to') applying exclusively to a given category or condition or locality\ns. highly unusual or rare but not the single instance,"a. 独一无二的, 独特的, 稀罕的",,3,1,gk cet4 cet6 ky toefl ielts gre,2090,1726,,,
unit,'ju:nit,n. an individual or group or structure or other entity regarded as a structural or functional constituent of a whole\nn. an organization regarded as part of a larger social group\nn. a single undivided whole\nn. a single undivided natural thing occurring in the composition of something else,"n. 单位, 分队, 部队, 单元, 部件, 装置\na. 单位的, 单元的\n[计] 单元常数; 部件",,4,1,zk gk cet4 cet6 ky,560,966,s:units,,
united,ju:'naitid,a. characterized by unity; being or joined into a single entity,"a. 联合的, 团结的, 一致的, 和睦的\n[法] 联合的, 统一的, 一致的",,3,1,ielts,873,1460,d:united/0:united/1:dp/p:united,,
unity,'ju:niti,n an undivided or unbroken completeness or totality with nothing wanting\nn the smallest whole number or a numeral representing this number\nn the quality of being united into one,"n. 一致, 联合, 单一(性), 个体\n[经] 统一",,3,,cet4 cet6 ky toefl,2795,3749,s:unities,,
universe,'ju:nivә:s,n. everything that exists anywhere\nn. everything stated or assumed in a given discussion,"n. 宇宙, 星系, (思想等)范围",,3,1,gk cet4 cet6 ky toefl,2905,2120,s:universes,,
university,.ju:ni'vә:siti,"n. the body of faculty and students at a university\nn. establishment where a seat of higher learning is housed, including administrative and living quarters as well as facilities for research and teaching\nn. a large and diverse institution of higher learning created to educate for life and for a profession and to grant degrees",n. 大学,,5,1,zk gk cet4 cet6 ky,530,1106,s:universities,,
unknown,.ʌn'nәun,n. an unknown and unexplored region\nn. a variable whose values are solutions of an equation\na. not known\ns. not known to exist,"a. 不知道的, 未知的, 陌生的\nn. 未知物, 未知数",,3,1,gk cet4 cet6,2087,2825,s:unknowns,,
unless,.ʌn'les,"conj. Upon any less condition than (the fact or thing stated\n   in the sentence or clause which follows); if not; supposing that not;\n   if it be not; were it not that; except; as, we shall fail unless we are\n   industrious.",conj. 除非\nprep. 除...之外,,4,1,zk gk cet4 cet6 ky toefl,901,1332,,,
unlike,.ʌn'laik,a. marked by dissimilarity\na. not equal in amount,"a. 不像的, 不同的\nprep. 不像, 和...不同",,3,1,gk cet4 cet6 ky,2194,2468,,,
unlikely,.ʌn'laikli,a. has little chance of being the case or coming about,a. 不太可能的,,4,1,cet4 cet6 ky toefl ielts,1636,2687,t:unlikeliest,,
until,әn'til,"prep. To; unto; towards; -- used of material objects.\nprep. To; up to; till; before; -- used of time; as, he staid\n   until evening; he will not come back until the end of the month.\nconj. As far as; to the place or degree that; especially, up to\n   the time that; till. See Till, conj.","prep. 直到, 在...以前\nconj. 直到...时, 在...以前",,5,1,zk gk,382,270,,,
unusual,.ʌn'ju:ʒu:l,a. not usual or common or ordinary\ns. not commonly encountered,"a. 不寻常的, 罕见的, 与众不同的",,3,1,gk cet4 cet6 ky ielts,2152,2037,,,
upon,ә'pɒn,"prep. On; -- used in all the senses of that word, with which it\n   is interchangeable.","prep. 在...之上, 迫近, 紧接着",,4,1,zk gk cet4 cet6 ky,405,693,,,
upper,'ʌpә,n. piece of leather or synthetic material that forms the part of a shoe or boot above the sole that encases the foot\ns. the topmost one of two\ns. higher in place or position\ns. superior in rank or accomplishment,"a. 上面的, 较高的, 上级的, 上院的, 穿在外面的, 北部的, 地表的, 后期的\nn. 鞋帮, 上齿",,3,1,gk cet4 cet6 ky,1743,1955,s:uppers,,
upset,ʌp'set,n. the act of disturbing the mind or body\nn. a tool used to thicken or spread metal (the end of a bar or a rivet etc.) by forging or hammering or swaging\nn. the act of upsetting something\nv. disturb the balance or stability of,"a. 弄翻的, 混乱的, 心烦的\nvt. 弄翻, 颠覆, 推翻, 打乱, 使不适, 使心烦\nvi. 翻倒",,3,1,gk cet4 cet6 ky toefl ielts,3776,3388,d:upset/0:upset/1:dp/i:upsetting/3:upsets/s:upsets/p:upset,,
urban,'ә:bәn,a. relating to or concerned with a city or densely populated area\na. located in or characteristic of a city or city life,"a. 都市的, 住在都市的, 习惯于都市的\n[法] 城市的, 都市的, 市区的",,3,1,gk cet4 cet6 ky toefl,1749,1583,,,
urge,ә:dʒ,n. an instinctive motive\nn. a strong restless desire\nv. force or impel in an indicated direction,"n. 冲动, 推动力, 迫切的要求\nvt. 驱策, 力劝, 竭力主张, 推动\nvi. 强烈要求",,4,1,gk cet4 cet6 ky toefl,2262,2261,p:urged/i:urging/d:urged/3:urges/s:urges,,
urgent,'ә:dʒәnt,s compelling immediate action,"a. 紧急的, 急迫的, 催逼的\n[经] 紧急的, 急迫的",,3,1,gk cet4 cet6 ky toefl gre,3268,5330,,,
us,ʌs,n North American republic containing 50 states - 48 conterminous states in North America plus Alaska in northwest North America and the Hawaiian Islands in the Pacific Ocean; achieved independence in 1776\nn a base containing nitrogen that is found in RNA (but not in DNA) and derived from pyrimidine; pairs with adenine\nn a heavy toxic silvery-white radioactive metallic element; occurs in many isotopes; used for nuclear fuels and nuclear weapons\nn the 21st letter of the Roman alphabet,pron. 我们\n[经] 美国,,5,1,zk,614,113,,,
use,ju:s,n. the act of using\nn. a particular service\nn. (law) the exercise of the legal right to enjoy the benefits of owning property\nv. put into service; make work or employ for a particular purpose or for its inherent or natural purpose,"n. 使用, 习惯, 使用价值, 用法, 使用权\nvt. 使用, 利用, 运用, 耗费\nvi. 惯常",,4,1,zk gk,87,92,d:used/i:using/p:used/3:uses/s:uses/f:uses,,
useful,'ju:sful,a. being of use or service,"a. 有用的, 有益的\n[机] 有用的, 有效的",,4,1,zk gk cet4 cet6 ky ielts,986,2026,,,
user,'ju:zә,n. a person who makes use of a thing; someone who uses or employs something,n. 使用者\n[计] 用户,,3,1,gk cet4 cet6,806,1813,s:users,,
usual,'ju:ʒuәl,a. occurring or encountered or experienced or observed frequently or in accordance with regular practice or procedure,"a. 平常的, 通常的",,4,1,zk gk cet4 cet6 ky ielts,1473,2360,,,
usually,'ju:ʒuәli,r under normal conditions,"adv. 通常, 大抵",,4,1,gk,526,724,,,
valley,'væli,n. a long depression in the surface of the land that usually contains a river,"n. 山谷, 溪谷, 流域, 凹地\n[医] 谷",,3,1,gk cet4 cet6 ky ielts,1795,2793,s:valleys,,
valuable,'væljuәbl,n. something of value\na. having great material or monetary value especially for use or exchange\ns. having worth or merit or value,"a. 有价值的, 贵重的, 宝贵的, 可估价的\n[经] 有价值的, 可估价的, 贵重的",,3,1,gk cet4 cet6 ky,2236,2605,,,
value,'vælju:,n. a numerical quantity measured or assigned or computed\nn. the quality (positive or negative) that renders something desirable or valuable\nn. the amount (of money or goods or services) that is considered to be a fair equivalent for something else\nn. relative darkness or lightness of a color,"n. 价值, 价格, 购买力, 评价, 估价, 计算结果\nvt. 评价, 估价, 重视\n[计] 计算结果",,5,1,zk gk cet4 cet6 ky ielts,367,499,s:values/d:valued/p:valued/i:valuing/3:values,,
van,væn,n. (Great Britain) a closed railroad car that carries baggage or freight\nn. a camper equipped with living quarters\nn. a truck with an enclosed cargo space,"n. 货车, 篷车, 先锋, 前驱, 前卫\nvt. 用货车搬运\n[计] 增值网",,3,1,cet4 cet6 ky,3028,3115,s:vans,,
variety,vә'raiәti,n. (biology) a taxonomic category consisting of members of a species that differ from others of the same species in minor but heritable characteristics\nn. a difference that is usually pleasant,"n. 多样, 种类, 变种, 杂耍\n[化] 变种",,4,1,gk cet4 cet6 ky toefl ielts,977,1171,s:varieties,,
various,'vєәriәs,s of many different kinds purposefully arranged but lacking any uniformity\ns considered individually\ns distinctly dissimilar or unlike\ns having great diversity or variety,"a. 不同的, 各种的, 多方面的, 许多的, 个别的, 杂色的\n[法] 不同的, 种种的, 各式各样的",,4,1,gk cet4 cet6 ky toefl ielts,643,859,,,
vary,'vєәri,v. be subject to change in accordance with a variable\nv. make something more diverse and varied,"vt. 改变, 使多样化\nvi. 变化, 有不同, 违反",,3,1,cet4 cet6 ky toefl ielts,1510,2371,3:varies/d:varied/p:varied/i:varying,,
vast,vɑ:st,s unusually great in size or amount or degree or especially extent or scope,"a. 巨大的, 广大的, 非常的, 大量的",,3,1,gk cet4 cet6 ky toefl,1936,1965,r:vaster,,
vegetable,'vedʒәtәbl,n. edible seeds or roots or stems or leaves or bulbs or tubers or nonsweet fruits of any of numerous herbaceous plant\nn. any of various herbaceous plants cultivated for an edible part such as the fruit or the root of the beet or the leaf of spinach or the seeds of bean plants or the flower buds of broccoli or cauliflower,"n. 蔬菜, 植物, 无精打采之人\na. 蔬菜的, 植物的",,3,1,zk gk toefl ielts,2818,1934,s:vegetables,,
vehicle,'vi:ikl,n. a conveyance that transports people or objects\nn. a medium for the expression or achievement of something\nn. any substance that facilitates the use of a drug or pigment or other material that is mixed with it,"n. 交通工具, 车辆, 传播媒介\n[化] 载体; 运载体; 漆料",,4,1,zk gk cet4 cet6 ky toefl ielts gre,1319,1293,s:vehicles,,
venture,'ventʃә,n. any venturesome undertaking especially one with an uncertain outcome\nn. a commercial undertaking that risks a loss but promises a profit\nv. proceed somewhere despite the risk of possible dangers\nv. put at risk,"n. 冒险, 风险\nvt. 敢于, 冒...的危险\nvi. 冒险",,3,1,cet4 cet6 ky toefl ielts,2888,3294,s:ventures/p:ventured/i:venturing/d:ventured/3:ventures,,
venue,'venju:,n. the scene of any event or action (especially the place of a meeting)\nn. in law: the jurisdiction where a trial will be held,"n. 犯罪地点, 审判地, 发生地点",,3,,toefl,4010,5389,s:venues,,
verdict,'vә:dikt,n. (law) the findings of a jury on issues of fact submitted to it for decision; can be used in formulating a judgment,"n. 裁决, 判决, 判断性意见, 定论, 结论\n[法] 定论, 判断, 意见",,3,,cet6 ky toefl ielts gre,4163,4245,s:verdicts,,
version,'vә:ʒәn,n. an interpretation of a matter from a particular viewpoint\nn. something a little different from others of the same type\nn. manual turning of a fetus in the uterus (usually to aid delivery),"n. 一种描述, 版本, 译文\n[计] 版本",,4,1,gk cet4 cet6 ky toefl ielts,953,1130,s:versions,,
very,'veri,s. precisely as stated\nr. used as intensifiers; `real' is sometimes used informally for `really'; `rattling' is informal\nr. precisely so,"a. 真正的, 恰好的, 十足的, 特有的\nadv. 非常, 完全",,5,1,zk gk,80,105,,,
vessel,'vesl,n. a tube in which a body fluid circulates\nn. a craft designed for water transportation\nn. an object used as a container (especially for liquids),"n. 船, 容器, 脉管\n[医] 管, 脉管, (容)器",,3,,cet4 cet6 ky toefl ielts gre,2780,2940,s:vessels,,
veteran,'vetәrәn,n. a serviceman who has seen considerable active service\nn. a person who has served in the armed forces\nn. an experienced person who has been through many battles; someone who has given long service,"n. 老手, 退伍军人, 老兵, 老树\na. 老兵的, 老练的, 经验丰富的",,3,,cet4 cet6 ky toefl ielts gre,6394,2389,s:veterans,,
via,vaiә,"n. A road way.\nprep. By the way of; as, to send a letter via Queenstown to\n   London.","prep. 经由, 经过, 通过\n[医] 病毒灭活剂",,3,1,gk cet4 cet6 ky toefl ielts,2004,2576,,,
vice,vais,n. a specific form of evildoing,"n. 恶习, 恶行, 罪恶, 堕落, 缺陷, 恶癖, 老虎钳\nvt. 钳住\nprep. 代替",,3,,gk cet4 cet6 ky ielts,7210,9910,s:vices,,
victim,'viktim,n. an unfortunate person who suffers from some adverse circumstance\nn. a person who is tricked or swindled,"n. 受害人, 牺牲者, 牺牲品\n[法] 受害人, 被害人, 遭难者",,4,1,gk cet4 cet6 ky,1371,1063,s:victims,,
victimize,'viktimaiz,v. make a victim of\nv. punish unjustly\nv. deprive of by deceit,"vt. 使牺牲, 使受害\n[法] 使受害, 使作牺牲, 欺骗",,3,,gre,25144,10690,d:victimized/p:victimized/i:victimizing/3:victimizes,,
victory,'viktәri,n. a successful ending of a struggle or contest,"n. 胜利, 战胜, 克服",,4,1,zk gk cet4 cet6 ky toefl,1514,1463,s:victories,,
video,'vidiәu,n. the visible part of a television transmission\nn. (computer science) the appearance of text and graphics on a video display,"n. 影像, 电视\na. 图像的, 电视的",,4,1,zk gk cet4 cet6 ky ielts,1271,1109,s:videos/i:videoing,,
view,vju:,n. the visual percept of a region\nn. the act of looking or seeing or observing\nn. the range of the eye\nn. purpose; the phrase `with a view to' means `with the intention of' or `for the purpose of',"n. 视野, 风景, 见解, 视力, 观看, 视图, 指望, 意图, 印象\nvt. 看, 考虑, 视察, 查看, 估量\n[计] 视图",,5,1,gk cet4 cet6 ky ielts,311,485,s:views/d:viewed/p:viewed/i:viewing/3:views,,
village,'vilidʒ,n. a community of people smaller than a town\nn. a settlement smaller than a town,"n. 村庄\na. 乡村的, 村庄的",,4,1,zk gk ielts,735,1245,s:villages,,
violate,'vaiәleit,v. fail to agree with; be in violation of; as of rules or patterns\nv. destroy,"vt. 违犯, 亵渎, 违反, 侵犯, 妨碍\n[经] 违犯, 违反",,3,,gk cet6 ky toefl ielts gre,7012,2909,d:violated/i:violating/p:violated/3:violates/s:violates,,
